rec_id,t_id,term_id,term_devanagari,term_iast,wordtree,parent_id,def_id,w_trans,w_def,refn,sys_id
11313,932,ED-6.5,त्रिदोषजमसूरिका,tridoṣajamasūrikā,tridoShajamasUrikA,927,0,masUrikā due to three dōṣha,"the disorder is characterized by nIlā [blue eruptions], cipiTavistIrNā [flat eruption], madhye nimnā [depresssed in the centre], mahārujā [severe pain], cirapākā [take a long time to suppurate], praBUtapUtisrāvaḥ [exccessive pus discharge], kaNTharodhaḥ [obstruction of throat], aruciḥ [tastelessness], stamBaḥ [rigidity/stiffness], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aratiḥ [distress/dicontent/restlessness]",Ma.Ni.54/11; Sha.Pu.kha.7/98; Bp.Ma.59/11,1
11314,933,ED-6.6,रक्तजमसूरिका,raktajamasūrikā,raktajamasUrikA,927,0,masUrikā due to rakta,"the disorder is characterized by rakta-sPoTaḥ [red eruptions], pIta-sPoTāḥ [yellow eruptions], asita-sPoTaḥ [blackish eruptions], dāhaḥ [burning sensation], tIvravedanā [severe pain], acirapākaḥ [suppurates quickly], viDBedaḥ [altered stools/loose motions], a~ggamardaḥ [generalised bodyache], dāhaḥ [burning sensation], tRuśhNā [thirst], aruciḥ [tastelessness], mukhapākaḥ [stomatitis], akśhirāgaḥ [redness in the eyes], tIvra jvaraḥ [severe fever], sudāruNajvaraḥ [very distressing and high fever]",Ma.Ni.54/8; Bp.Ma.59/7,1
11315,934,ED-6.7,सप्तधातुगतमसूरिका,saptadhātugatamasūrikā,saptadhAtugatamasUrikA,927,0,masUrikā affecting seven dhātu,,Bp.Ma.59/12,1
11316,935,ED-6.7.1,त्वक्गतमसूरिका/रसधातुगतमसूरिका,tvakgatamasūrikā/rasadhātugatamasūrikā,tvakgatamasUrikA/rasadhAtugatamasUrikA,934,0,masUrikā afflicting rasa,"the disorder is characterized by toyabudbudasa~gkāśapiDakā [vesicles appear like bubble in the water], Binne toyasrāvaḥ [watery discharge on rupture of vesicles], svalpadośhaḥ [less severity]",,1
11317,936,ED-6.7.2,रक्तजमसूरिका,raktajamasūrikā,raktajamasUrikA,934,0,masUrikā due to rakta,"the disorder is characterized by lohitākārapiDakā [blood like appearance], śIghrapākāḥ [sudden onset of suppuration], tanutvak [thin skin], Binnā raktaṁ sravanti [discharge of blood on rupture], na atyarthaduśhTaḥ [not much severe]",Ma.Ni.54/8; Bp.Ma.59/7,1
11318,937,ED-6.7.3,मांसगतमसूरिका,māṃsagatamasūrikā,mAMsagatamasUrikA,934,0,masUrikā afflicting māMsa,"the disorder is characterized by kaThina-piDakā [hard eruptions], snigdha-piDakā [unctuous apprearance of eruptions], cirapākaḥ [take a long time to suppurate], ghanatvak [thick skin], gātraśUlaḥ [body pain], tRuśhā [thirst], kaNDUḥ [itching], jvaraḥ [fever], aratiḥ [distress/dicontent/restlessness]",,1
11319,938,ED-6.7.4,मेदोगतमसूरिका,medogatamasūrikā,medogatamasUrikA,934,0,masUrikā afflicting medas,"the disorder is characterized by maNDalākāra-piDakā [rounded eruptions], mRudu-piDakā [soft on touch], ki~jcit unnatam [slightly raised], ghora jvaraparItam [associated with severe fever], sthUlaḥ [broad], snigdhapiDakā [unctuous apprearance of eruptions], savedanaḥ [associated with pain], sammohaḥ [unconsciousness/confusion], aratiḥ [distress/dicontent/restlessness], santāpaḥ [burning sensation]",,1
11320,939,ED-6.7.5,अस्थिगतमसूरिका,asthigatamasūrikā,asthigatamasUrikA,934,0,masUrikā afflicting asthi,"the disorder is characterized by kśhudra-piDakā [small sized eruptions], gātrasamaḥ [colour of eruptions similar to skin], rUkśhaḥ [dry eruptions], cipiDā [flat eruptions], ki~jcidunnataḥ [slightly raised eruptions], BRuśasaṁmohaḥ [marked confusion], vedanā [pain], arati-saṁyutaḥ [severe distress/dicontent/restlessness], marmacCedaḥ [affects /damage of marmasthāna (vital parts)], āśu-prāNa-haraḥ [causes sudden death], BramareNa iva viddhāni asthIni [pain in bones as if bitten by bee]",,1
11321,940,ED-6.7.6,मज्जागतमसूरिका,majjāgatamasūrikā,majjAgatamasUrikA,934,0,masUrikā afflicting majjā,"the disorder is characterized by kśhudra-piDakā [small sized eruptions], gātrasamaḥ [colour of eruptions similar to skin], rUkśhaḥ [dry eruptions], cipiDā [flat eruptions], ki~jcidunnataḥ [slightly raised eruptions], BRuśasaṁmohaḥ [marked confusion], vedanā [pain], arati-saṁyutaḥ [severe distress/dicontent/restlessness], marmacCedaḥ [affects /damage of marmasthāna (vital parts)], āśu-prāNa-haraḥ [causes sudden death], BramareNa iva viddhāni asthIni [pain in bones as if bitten by bee]",,1
11322,941,ED-6.7.7,शुक्रगतमसूरिका,śukragatamasūrikā,SukragatamasUrikA,934,0,masUrikā afflicting shukra,"the disorder is characterized by pakkaBāḥ(piDakā) [suppurated appearance of eruptions], snigdha-piDakā [unctuous apprearance of eruptions], sUkśhma-piDakā [minute eruptions], atyarthavedanā [extremely painful], staimityam [a sensation of being covered with wet clothes], aratiḥ [distress/dicontent/restlessness], saṁmohaḥ [unconsciousness/confusion], dāhaḥ [burning sensation], unmādasamanvitaḥ [associated with insanity], dRuśyate na tu jIvitam [causes death]",,1
11323,942,ED-6.8,लघु-मसूरिका,laghu-masūrikā,laghu-masUrikA,927,0,chicken pox,,,1
11324,943,ED-6.9,असाध्य-मसूरिका,asādhya-masūrikā,asAdhya-masUrikA,927,0,incurable masUrikā,"the disorder is characterized by pravālasadRuśaḥ [having appearance similar to coral], jambUPalopamaḥ [having appearance similar to jambUPalaḥ], lohajālasamaḥ [having appearance similar to lohajāla], atasIPalasanniBaḥ [having appearance similar to atasIPala], bahuvidhavarNaḥ [having numerous colours], kāsaḥ [cough], hikkā [hiccup], pramohaḥ [fainting/severe confusion], tIvrasudāruNajvaraḥ [severe and fatal fever], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aratiḥ [distress/dicontent/restlessness], mUrcCā [syncope/attacks of swooning], tRuśhNā [thirst], dāhaḥ [burning sensation], atighUrNatā [abnormal appearance of eyes], mukhena raktasrāvaḥ [bleeding from the mouth], nāsikāByāṁ raktasrāvaḥ [bleeding through nose], cakśhuśhā raktasrāvaḥ [bleeding from eyes], kaNThe ghurghurakaḥ [making ghur-ghur sound], śvasityatyarthavedanam [painful breathing]",,1
11325,2979,ED-6.10,रॊमांतिका,romāṃtikā,rOmAMtikA,927,0,measles,,,1
11326,944,ED-7,रक्तपित्तम्,raktapittam,raktapittam,830,0,epistaxis/bleeding disorder,"the disorder is characterized by Urdhvaṁ pravartate raktam [bleeding from orifices of body in the upper part viz. mouth, nose, eyes, ears etc..], adhaḥ pravartate raktam [bleeding from orifices of body in the lower part of body viz. anus, penis, vagina etc..], dvidhā pravartate raktam [bleeding from both the side of body], romakUpaiḥ rakta pravartanam [bleeding through hair follicles]",Ca.Su.24/12; Su.U.65/3-4; Ah.Ni.3/1; Ma.Ni.9; Sha.Pu.7/20; Bp.Ma.9/1,1
11327,945,ED-7.1,रक्तपित्त-पूर्वरूपम्,raktapitta-pūrvarūpam,raktapitta-pUrvarUpam,944,0,prodromes of raktapitta,"the disorder is characterized by anannāBilāśhaḥ [disinclination for food], Buktasya vidāhaḥ [heartburn after having food], śuktagandharasodgāraḥ [fermented smell and taste in belch], amlagandharasodgāraḥ [sour smell and taste in belch], aBIkśhNaṁ cCardiḥ [frequent vomiting], Carditasya baiBastyam [abhorrence towards vomitus], svaraBedaḥ [hoarseness of voice], gātrāNāṁ sadanam [weakness of body], paridāhaḥ [severe burning sensation], mukhāt dhUṁmāgamanamiva [feels as if fumes are coming from the mouth], lohagandhāsyatvam [metallic smell in the mouth], lohitagandhāsyatvam [smell of blood in the mouth], matsyagandhāsyatvam [fishy smell in the mouth], āmagandhāsyatvam [rancid smell in the mouth], rakta/harita/hāridra a~ggāvayavaḥ/varNatā nayanādiśhu [reddish/greenish or yellowish discoloration of body parts/eyes etc.], rakta/harita/hāridra śakRut [reddish/greenish or yellowish discoloration of fecal matter], rakta/harita/hāridra mUtram [reddish/greenish or yellowish discoloration of urine], rakta/harita/hāridra svedaḥ [reddish/greenish or yellowish discoloration of sweat], rakta/harita/hāridra lālā [reddish/greenish or yellowish discoloration of saliva], rakta/harita/hāridra si~gghāNakaḥ [reddish/greenish or yellowish discoloration of nasal excreta], rakta/harita/hāridra āsyamalaḥ [reddish/greenish or yellowish discoloration of oral excreta], rakta/harita/hāridra karNamalaḥ [reddish/greenish or yellowish discoloration of cerumen], rakta/harita/hāridra piDakolikā [reddish/greenish or yellowish discoloration of excreta of eye.], rakta/harita/hāridra piDakā [reddish/greenish or yellowish discoloration of eruptions], a~ggavedanā [body pain], aBIkśhNaṁ lohita-nIla-pIta-śyāva arciśhmatāṁ rUpāNāṁ darśanam/svane nIla-lohita-pItavarNānāṁ darśanam [seeing reddish/bluish/yellowish/blackish and sometimes shining objects in dreams], sadanam [exhaustion], śItakāmitvam/śItecCā [desire for cold], kaNThadhUmāyanam [fuming sensation in throat], lohagandhi niḥśvāsaḥ [metallic odour in breath], śirogurutvam [heavyness of head], aruciḥ [tastelessness], dhUmakaḥ [fuming sensation on belching], amlakaḥ [sour belching/eructation], kāsaḥ [cough], śvāsa [breathlessness/difficult breathing], Bramaḥ [giddiness or dizziness], klamaḥ [exhaustion without exertion], svarakśhayaḥ [diminution of voice/loss of voice], nIlalohitapItānāṁ varNānāṁ avivecanam [inability to differentiate blue, red and yellow colours]",,1
11328,946,ED-7.2,ऊर्ध्वग-रक्तपित्तम्,ūrdhvaga-raktapittam,Urdhvaga-raktapittam,944,0,upward-raktapitta,"the disorder is characterized by karNāt rakta pracyavanam [bleeding through ear], nāsikāt rakta pracyavanam [bleeding through nose], netrāt rakta pracyavanam [bleeding through eyes], āsyāt rakta pracyavanam [bleeding through mouth]",Ca.Ci.4/15; Ca.Ni.2/8; Su.U.45/5; Ah.Ni.3/7; Ma.Ni.9/3; Sha.Pu.7/20; Bp.Ma.9/3,1
11329,947,ED-7.3,अधोग-रक्तपित्तम्,adhoga-raktapittam,adhoga-raktapittam,944,0,downward-raktapitta,"the disorder is characterized by gudāt raktasrāva [bleeding per rectum], meDhrāt raktasrāva [bleeding through penis], yonitaḥ raktasrāvaḥ [bleeding through vagina]",Ca.Ci.4/16; Ca.Ni.2/8; Su.U.45/5; Ah.Ni.3/7; Ma.Ni.9/3; Sha.Pu.7/20; Bp.Ma.9/3,1
11330,948,ED-7.4,उभयग-रक्तपित्तम्,ubhayaga-raktapittam,uBayaga-raktapittam,944,0,bidirectional-raktapitta,,Ca.Ni.2/8; Su.U.45/6; Ah.Ni.3/13; Ma.Ni.9/7; Sha.Pu.7/20; Bp.Ma.9/7,1
11331,949,ED-7.5,वातजरक्तपित्तम्,vātajaraktapittam,vAtajaraktapittam,944,0,raktapitta due to vāta,"the disorder is characterized by śyāvaraktapravRuttiḥ [blacksh blood discharge], aruNaraktapravRuttiḥ [slightly reddish blood discharge], saPenaraktapravRuttiḥ [frothy blood discharge], tanuraktapravRuttiḥ [reduced viscocity of bood discharge], rUkśharaktapravRuttiḥ [reduced unctoousness of bood discharge]",Ca.Ci.4/11; Ah.Ni.3/11; Ma.Ni.9/5; Sha.Pu.7/20; Bp.Ma.9/5,1
11332,950,ED-7.6,पित्तजरक्तपित्तम्,pittajaraktapittam,pittajaraktapittam,944,0,raktapitta due to pitta,"the disorder is characterized by kaśhāyāBa-raktapravRuttiḥ [ochre coloured blood discharge], kRuśhNa-raktapravRuttiḥ [black coloured blood discharge], gomUtrasanniBa-raktapravRuttiḥ [blood discharge resembling colour of cow's urine], mecakāgāradhUmāBa-raktapravRuttiḥ [blood like eyes of peacocks tail or else may be like soot or collyrium], a~jjanāBa-raktapravRuttiḥ [blood discharge resembling collyrium]",Ca.Ci.4/11; Ah.Ni.3; Ma.Ni.9/6; Bp.Ma.9/6,1
11333,951,ED-7.7,कफजरक्तपित्तम्,kaphajaraktapittam,kaPajaraktapittam,944,0,raktapitta due to kapha,"the disorder is characterized by sāndra-raktapravRuttiḥ [a viscid blood passing], sapāNDu-raktapravRuttiḥ [pale blood passing], sasneha-raktapravRuttiḥ [oleaginous blood passing], picCila-raktapravRuttiḥ [sleepary blood passing], kaPānvita-raktapravRuttiḥ [mucoid blood passing]",Ca.Ci.4/11; Ah.Ni.3/8; Ma.Ni.9/5; Sha.Pu.7/20; Bp.Ma.9/5,1
11334,952,ED-7.8,सान्निपातिक-रक्तपित्तम्,sānnipātika-raktapittam,sAnnipAtika-raktapittam,944,0,raktapitta due to three dōṣha.,the disorder is characterized by saṁsRuśhTali~ggam [mixed symptoms of all types of raktapitta],Ca.Ci.4/13; Ma.Ni.9/7,1
11335,953,ED-7.9,असाध्यरक्तपित्तम्,asādhyaraktapittam,asAdhyaraktapittam,944,0,intractable raktapitta,,,1
11336,954,ED-7.10,रक्तपित्त-उपद्रवः,raktapitta-upadravaḥ,raktapitta-upadravaH,944,0,complications of raktapitta,,,1
11337,955,ED-7.11,रक्तपित्त-अरिष्टः,raktapitta-ariṣṭaḥ,raktapitta-ariShTaH,944,0,fatal signs of raktapitta,,,1
11338,956,ED-8,वातरक्तम्,vātaraktam,vAtaraktam,830,0,rheumatism due to rakta,,Ca.Su.24/12; Su.Ni.1/42-44; Ah.Ni.16; Ma.Ni.23/1-18; Sha.Pu.7/103; Bp.Ma.28,1
11339,957,ED-8.1,वातरक्त-पूर्वरूपम्,vātarakta-pūrvarūpam,vAtarakta-pUrvarUpam,956,0,prodromesof vātarakta,"the disorder is characterized by svedaḥ atyartham [excessive sweating], asvedaḥ [anhidrosis/lack of sweating], kārśhNyam [blackish discoloration of body], sparśāj~jatvam [loss of touch sensation], kśhateऽtiruk [severe pain on injury/when hit], sandhiśaithilyam [dislocation of joint/lax joints], ālasyam [lethargy], sadanam/sādaḥ [exhaustion], piDakodgamaḥ [appearance of eruptions], jānu/ja~gghā/Uru/kaTi/aṁsa/hasta/pāda/a~gga/sandhi nistodaḥ [pain in knee/leg/thigh/shoulder/hands/feet/body parts or joints], jānu/ja~gghā/Uru/kaTi/aṁsa/hasta/pāda/a~gga/sandhi sPuraNam [tremors in knee/leg/thigh/shoulder/hands/feet/body parts or joints], jānu/ja~gghā/Uru/kaTi/aṁsa/hasta/pāda/a~gga/sandhi Bedaḥ [splitting pain in knee/leg/thigh/shoulder/hands/feet/body parts or joints], jānu/ja~gghā/Uru/kaTi/aṁsa/hasta/pāda/a~gga/sandhi gurutvam [heaviness in knee/leg/thigh/shoulder/hands/feet/body parts or joints], jānu/ja~gghā/Uru/kaTi/aṁsa/hasta/pāda/a~gga/sandhi suptiḥ [numbness in knee/leg/thigh/shoulder/hands/feet/body parts or joints], kaNDUḥ [itching], sandhiśhu ruk [pain in joints], BUtvā BUtvā naśyati vā asakRut [repeated sudden onset], vaivarNyam [discolouration], maNDalotpattiḥ [appearance of rounded eruptions], ślathā~ggatā [flaccidity/laxity in body parts]",,1
11340,958,ED-8.2,उत्तान-वातरक्तम्,uttāna-vātaraktam,uttAna-vAtaraktam,956,0,superficial- vātarakta,"the disorder is characterized by kaNDUḥ [itching], dāhaḥ [burning sensation], ruk [pain], āyāmaḥ [feeling of stretching], todaḥ [pricking pain], sPuraNam [pulsating sensation], ku~jcanam [contraction], śyāvaraktā tvak [brownish black discoloration of skin], tvagbāhye tāmrā [coppery discoloration on exterior of skin], lohita-tvak [reddish discoloration of skin]",Ca.Ci.29/19-20; Ah.Ni.16/9;,1
11341,959,ED-8.3,गम्भीर-वातरक्तम्,gambhīra-vātaraktam,gamBIra-vAtaraktam,956,0,deep- vātarakta,"the disorder is characterized by śvayathuḥ [swelling], stabdhaḥ [stiffness], kaThinaḥ/grathitaḥ [hardness], BRuśam artiḥ [sudden onset of pain], śyāvaḥ [bluish black colour], tāmravarNaḥ [copper colour], dāhaḥ [burning sensation], todaḥ [pricking pain], sPuraNam [pulsating sensation], pākaḥ [inflammation/suppuration], rujā [pain], vidāhaḥ [internal burning sensation], kha~jjatā [lameness], pā~ggulyam [limping of both leg], vakratā [deformities]",Ca.Ci.29/21-23; Ah.Ni.16/10-11,1
11342,960,ED-8.4,उभयजवातरक्त,ubhayajavātarakta,uBayajavAtarakta,956,0,binary vātarakta,,Ca.Ci.29/23,1
11343,961,ED-8.5,दोषजवातरक्तम्,doṣajavātaraktam,doShajavAtaraktam,956,0,vātarakta due to dōṣha,,Ca.Ci.29/24-29; Ah.Ni.16/12-16; Ma.Ni.23/9-12; Sha.Pu.7/104; Bp.Ma.28/9-13,1
11344,962,ED-8.5.1,वातजवातरक्तम्,vātajavātaraktam,vAtajavAtaraktam,961,0,vātarakta due to vāta,"the disorder is characterized by sirāyāmaḥ [dilatation of the veins], śUlam [pain], sPuraNam [pulsating sensation], todaḥ [pricking pain], kRuśhNa-śothaḥ [black coloured swelling], raukśhya-śothaḥ [dry swelling], śyāva-śothaḥ [blackish swelling], śothasya vRuddhi-hānayaḥ [sweeling increases or decreases], dhamanI-saṁkocaḥ [artery becomes narrow], a~gguli-saṁkocaḥ [contracture of fingures], sandhInāṁ saṁkocaḥ [joints becomes narrow], a~ggagrahaḥ [restricted movement of body parts], atiruk [severe pain], ku~jcanam [contractures], stamBanam [rigidity/stiffness], śItapradveśhaḥ [aversion to cold], vepathuḥ [shivering/tremors]",,1
11345,963,ED-8.5.2,पित्तज-वातरक्तम्,pittaja-vātaraktam,pittaja-vAtaraktam,961,0,vātarakta due to pitta,"the disorder is characterized by vidāhaḥ [heart burn], saṁmohaḥ [unconsciousness/confusion], svedaḥ [perspiration], mUrcCā [syncope/attacks of swooning], madaḥ [intoxication], satRuT [thirst], sparśāsahatvam [tenderness/inability to tolerate touch], ruk [pain], rāgaḥ [redness/congestion], śothaḥ [oedema], pākaḥ [inflammation/suppuration], BRuśośhmatā [excessive warmth]",,1
11346,964,ED-8.5.3,कफजवातरक्तम्,kaphajavātaraktam,kaPajavAtaraktam,961,0,vātarakta due to kapha,"the disorder is characterized by staimityam [a sensation of being covered with wet clothes], gurutā [heaviness], suptiḥ [insensitive to touch], snigdhatvam [unctuousness of body], śItatāḥ [coldness], kaNDUḥ [itching], mandaruk [mild pain]",,1
11347,965,ED-8.5.4,रक्तजवातरक्तम्,raktajavātaraktam,raktajavAtaraktam,961,0,vātarakta due to rakta,"the disorder is characterized by śothe atiruk [severe pain in the swelling], śothe atitodaḥ [pricking pain in the swelling], tāmraśothaḥ [coppery coloured swelling], cimicimāyanam [tingling sensation], snigdha-rukśhaiḥ na śamanam (śoPasya) [it subsides neither with fatty nor with dry medicaments], kaNDUḥ [itching], kledasamanvitaḥ(śoPaḥ) [moist discharge/wetness]",,1
11348,966,ED-8.5.5,द्विदोषज-वातरक्तम्,dvidoṣaja-vātaraktam,dvidoShaja-vAtaraktam,961,0,vātarakta due to two dōṣha,,,1
11349,967,ED-8.5.6,त्रिदोषजवातरक्तम्,tridoṣajavātaraktam,tridoShajavAtaraktam,961,0,vātarakta due to three dōṣha,,,1
11350,968,ED-8.6,कृच्छ्रसाध्य-वातरक्तम्,kṛcchrasādhya-vātaraktam,kRucCrasAdhya-vAtaraktam,956,0,difficult to manage vātarakta,,,1
11351,969,ED-8.7,असाध्य-वातरक्तम्,asādhya-vātaraktam,asAdhya-vAtaraktam,956,0,intractable vātarakta,"the disorder is characterized by asvapnaḥ [insomnia/sleeplessness], arocakaḥ [tastelessness], śvāsaḥ [breathlessness/difficult breathing], māṁsakothaḥ [suppuration of māṁsa], śirograhaḥ [stiffness of head], mUrcCā [syncope/attacks of swooning], madaḥ [intoxication], rujā [pain], tRUśhNā [thirst], jvaraḥ [fever], mohaḥ [semiconsciousness or stupefaction], vepanam [shivering/tremors], hikkā [hiccup], pā~ggulyam [limping of both legs in paraplegia], visarpaḥ [spreading cellulitis/erysipelas], pākaḥ [inflammation/suppuration], todaḥ [pricking pain], Bramaḥ [giddiness or dizziness], klamaḥ [exhaustion without exertion], a~ggulIvakratā [deformity of fingers], sPoTaḥ [blister], dāhaḥ [burning sensation], marmagrahaḥ [afflicted with marma site], arbudaḥ [tumor], mohaḥ [confusion/delirium], saṁprasrāvI [oozing of discharges], vivarNam [discolouration], stabdham [stiffness], arbudakRut [leading to tumour]",,1
