Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches,Name_English,Name_English_Under_Index
391,389,BB-2,raktavRuddhiH,(a) raktavṛddhiḥ,रक्तवृद्धिः,-,"It is characterised by redness of the skin, body parts, reddish coloured eyes, the fullness of blood vessels, skin disease, spreading cellulitis, erysipelas, boils, eruptions, irregular or excessive menstruation, redness and inflammation of eyes, mouth, penis, anus, gums, splenomegaly, abdominal lump, abscess, blackish patches on the face, jaundice, polyarthritis, unconsciousness, confusion, urine with blood, bleeding, throbbing pain, anorexia and colic pain. (a) This may be explained by morbid incerease of blood.",-,Morbid increase of blood pattern (TM2),-
392,390,BB-3,vAtikaraktaduShTiH,,वातिकरक्तदुष्टिः,-,-,-,rakta-vitiation by vāta,-
393,391,BB-4,paittikaraktaduShTiH,,पैत्तिकरक्तदुष्टिः,-,-,-,rakta-vitiation by pitta,-
394,392,BB-5,SlaiShmikaraktaduShTiH,,श्लैष्मिकरक्तदुष्टिः,-,-,-,rakta-vitiation by kapha,-
395,393,BB-6,sAnnipAtikaraktaduShTiH,,सान्निपातिकरक्तदुष्टिः,-,-,-,rakta-vitiation by tridōṣa,-
396,394,BC,mAMsavaiShamyam,,मांसवैषम्यम्,-,-,-,māṁsa vitiation,-
397,395,BC-1,mAMsakShayaH,(a) māṃsakṣayaḥ,मांसक्षयः,-,"It is characterized by wasting of hips, wasting of neck, wasting of abdomen, wasting of cheeks, whole side of the face including the temple, wasting, dryness of lips, wasting, dryness of genitals, penis, wasting of thighs, wasting of chest, wasting of armpits, axilla, wasting of calf, dryness, pricking pain, exhaustion or tiredness of body, flabbiness of arteries, lazy eyes, eye fatigue, splitting type of pain in joints and weakness of five vital senses. (a) This may be explained by morbid decrease of muscle tissue.",-,Depletion of muscular tissues pattern (TM2),-
398,396,BC-2,mAMsavRuddhiH,(a) māṃsavṛddhiḥ,मांसवृद्धिः,-,"It is characterized by enlargement of hips, cheeks, lips, temple; penis, thighs, calf muscles; heaviness of limbs, hips cheeks, abdomen, thighs, calf; diseases of the palate, tongue, throat; glandular swelling in jaw and throat region, chin, nodules in neck region and an increase in muscle mass in the neck. (a) This may be explained by morbid increase of muscle tissue.",-,Excessive increase of muscular tissues pattern (TM2),-
399,397,BD,medovaiShamyam,,मेदोवैषम्यम्,-,-,-,mēdas vitiation,-
400,398,BD-1,medaHkShayaH,(a) medaḥkṣayaḥ,मेदःक्षयः,-,"It is characterized by breaking, splitting type of pain, fatigue in mind and body, eye stress, sunken abdomen, splenomegaly, hollowness felling in joints, dryness of body parts, desire for fatty meat, numbness in low back, emaciation, exhaustion, fatigue, dryness, wasting, emaciation, signs symptoms of depletion of māṃsa and weakness of muscles in the loin. (a) This may be explained by morbid decrease of fat tissue.",-,Depletion of adipose tissues pattern (TM2),-
401,399,BD-2,medovRuddhiH,(a) medovṛddhiḥ,मेदोवृद्धिः,-,"It is characterised by generalized increase of fatty tissue in the body and may be associated with hyperlipidemia. This may be explained by: (a) Impaired digestive and metabolic factors related to fat tissue, deranged vata, kapha",-,High fat disorder (TM2),-
402,400,BE,asthivaiShamyam,,अस्थिवैषम्यम्,-,-,-,asthi vitiation,-
403,401,BE-1,asthikShayaH,(a) asthikṣayaḥ,अस्थिक्षयः,-,"It is characterized by scalp hair fall, thinning, body hair fall, thinning, nail fall, thinning, beard, moustache fall, thinning, teeth fall, decaying, exhaustion, fatigue, dislocation of joint, lax joints, pain in the bones, gums and tooth, cracked teeth, cracked nail, dryness, roughness, dryness, pricking type of pain in the bones, desire to eat bony-meat. (a) This may be explained by morbid decrease bone tissue.",-,Depletion of bone tissues pattern (TM2),-
404,402,BE-2,asthivRuddhiH,(a) asthivṛddhiḥ,अस्थिवृद्धिः,-,"It is characterized by excessive growth of bones, bone growing over another and excessive growth of teeth, redundant tooth which grows over another. (a) This may be explained by morbid increase bone tissue.",-,Increase of bone tissues pattern (TM2),-
405,403,BF,majjAvaiShamyam,,मज्जावैषम्यम्,-,-,-,majjā vitiation,-
406,404,BF-1,majjAkShayaH,(a) majjākṣayaḥ,मज्जाक्षयः,-,"It is characterized by decaying, weakness, lightness, repeatedly affliction with diseases due to vata, less quantity of semen , śukra, breaking type of pain in small joints, pricking, piercing type of pain of the bone, feeling of emptiness in bones, porousness of bones, giddiness or dizziness, black out. (a) This may be explained by morbid decrease in bone marrow tissue.",-,Depletion of bone marrow pattern (TM2),-
407,405,BF-2,majjAvRuddhiH,(a) majjāvṛddhiḥ,मज्जावृद्धिः,-,"It is characterized by heaviness of the whole body, heaviness and swelling of the eyes, redness of eyes, redness of body, furuncles at the base of small joints ,swollen phalanges, oliguria, and nonhealing ulcers. (a) This may be explained by morbid increase in bone marrow tissue.",-,Increase of bone marrow pattern (TM2),-
408,406,BG,SukravaiShamyam,,शुक्रवैषम्यम्,-,-,-,śukradhātu vitiation,-
409,407,BG-1,SukrakShayaH,(a) śukrakṣayaḥ,शुक्रक्षयः,-,"It is characterized by weakness or loss of physical strength, dryness of mouth, pallor, pale colour of body parts, exhaustion or tiredness to body and mind, exhaustion, fatigue, inability to perform sexual act, impotence, not able to ejaculate semen, suppression of semen, penile pain, scrotal pain, severe pain in scrotum, inability to perform sexual act, delayed ejaculation, semen with little blood on ejaculation, blackout, pricking type of pain in scrotum, smoky sensation in penis. (a) This may be explained by morbid decrease in reproductive tissue.",-,Depletion of reproductive tissues and semen pattern (TM2),-
410,408,BG-2,SukravRuddhiH/SukrAdhikyam,(a) śukravṛddhiḥ                     (a) śukrādhikyam,शुक्रवृद्धिः/शुक्राधिक्यम्,-,"It is characterized by seminal calculi, precipitated semen as calculus, excessive ejaculation of semen, excessive desire of intercourse with women. (a) This may be explained by morbid increase in reproductive tissue.",-,Increase of reproductive tissues and semen pattern (TM2),-
411,409,BA-3,ArtavavaiShamyam,,आर्तववैषम्यम्,-,-,-,ārtava disorder,-
412,410,BA-3.1,ArtavakShayaH,(a) ārtavakṣayaḥ,आर्तवक्षयः,-,"It is characterized by menstruation not on proper time, metrorrhagia, scanty menstrual flow, pain in vagina. This may be explained by decrease in circulating fluid in turn causing quantitative decrease of menstrual flow.",-,Diminution of menstrual flow pattern (TM2),-
413,411,BA-3.2,ArtavavRuddhiH,(a) ārtavavṛddhiḥ,आर्तववृद्धिः,-,"It is characterized by generalised bodyache, excessive menstrual bleeding, menorrhagia, bad odour. This may be explained by increase in circulating fluid in turn causing quantitative increase of menstrual flow.",-,Increased menstrual flow pattern (TM2),-
414,412,BA-4,stanyavaiShamyam,,स्तन्यवैषम्यम्,-,-,-,vitiation of stanya,-
415,413,BA-4.1,stanyakShayaH,(a) stanyakṣayaḥ,स्तन्यक्षयः,-,It is characterised by decreased or cessation of secretion of breast milk may be associated with decreased size of the breast. This may be explained by: (a) Aggravation of vatadosha and decreased primary product of digested food resulting in reduced breast milk production.,-,Decreased breastmilk disorder (TM2),-
416,414,BA-4.2,stanyavRuddhiH,(a) stanyavṛddhiḥ,स्तन्यवृद्धिः,-,"It is characterized by fully extended, large breast, frequent lactation, pricking pain. This may be explained by increase in circulating fluid in turn causing quantitative increase of breast milk.",-,Increased secretion of breast milk pattern (TM2),-
417,415,BH,ojovaiShamyam,(a) ojovaiṣamyam,ओजोवैषम्यम्,-,It is characterised by overall decrease of health leading to impaired immunity resulting in susceptibility to disease. This may be explained by: (a) Ojas gets vitiated by dosha and affecting the whole body.,-,Impaired immunity disorder (TM2),-
418,416,BH-1,ojakShayaH,(a) ojaḥkṣayaḥ,ओजक्षयः,-,"It is characterized by fear, loss of physical strength or weakness, constantly thinking, distressed sense organs, sense organs not able to perform properly, diminished complexion, lack mental strength, dry, wasted, dried up, emaciated, syncope, attacks of swooning, extreme wasting of muscles, diminution of muscle mass, confusion, delirium, excess talking, irrelevant speech, incoherent speech, death. This may be explained by morbid decrease (quantitative) of ojas and consequent physiological and pathological ramifications.",-,Diminution of Ojas pattern (TM2),-
419,417,BH-2,oja-visraMsaH,(a) ojovisraṃsaḥ,ओज-विस्रंसः,-,"It is characterized by loosening, dislocation of joints, exhaustion or tiredness of body, depletion of dosha, suppression of activities. This may be explained by unwarranted movement of ojas from intended normal location(s) resulting in morbidity.",-,Dislodgement of Ojas pattern (TM2),-
420,418,BH-3,oja-vyApat,(a) ojovyāpat,ओज-व्यापत्,-,"It is characterized by stiffness of the body, heaviness of limbs, swelling caused by vāta, discoloration of the skin; fatigued mind and body, drowsiness, lassitude, sleep. This may be explained by altered, detrimental changes (qualitative) of ojas resulting in consequent physiological and pathological ramifications.",-,Derangement of Ojas pattern (TM2),-
421,420,BI,rAjayakShmA,(a) rājayakṣmā,राजयक्ष्मा,-,"It is characterised by continuous low grade fever for a prolonged period of time along with dry skin, sunken cheeks and eyes, anorexia, gradual loss of strength. This may be explained by: (a) Vitiation of all three dosha (predominantly kapha) leading to obstruction of channels gradually depleting all the seven tissues.",-,Consumptive disorder (TM2),-
422,420,BI,rAjayakShmA,(a) rājayakṣmā,राजयक्ष्मा,-,"It is characterised by continuous low grade fever for a prolonged period of time along with dry skin, sunken cheeks and eyes, anorexia, gradual loss of strength. This may be explained by: (a) Vitiation of all three dosha (predominantly kapha) leading to obstruction of channels gradually depleting all the seven tissues.",-,Consumptive disorder (TM2),-
423,421,BI-1,rAjayakShmA-pUrvarUpam,,राजयक्ष्मा-पूर्वरूपम्,-,-,-,prodromes of rājayakṣma,-
424,422,BI-2,sAhasaja-rAjayakShmA,,साहसज-राजयक्ष्मा,-,-,Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2],rājayakṣma due to physical exertion,-
425,423,CC-2,vegarodhaja-rAjayakShmA,(a) svedavṛddhiḥ,स्वेदवृद्धिः,-,It is characterised by excessive sweating. This may be explained by: (a) Increased pittadosha.,-,Excess of sweat disorder (TM2),-
426,424,BI-3,viShamASanaja-rAjayakShmA,vēgarōdhaja-rājayakṣmā,वेगरोधज-राजयक्ष्मा,-,"the disorder is characterized by pratiśyāyam [cold, catarrh], kāsaḥ [cough], svarabhēdam [hoarseness of voice], arōcakam [tastelessness], pārśvaśūlam [pain in sides of chest/flanks], śiraḥśūlam [headache], jvaraḥ [fever], aṁsāvamardanam [crushing type of pain in shoulders], aṅgamardaḥ [generalised bodyache], muhuśchardiḥ [frequent vomiting], varcōbhēdam [diarrhoea/loose motions], purīṣaśōṣaḥ [depletion of purisha/feces], kaṇṭhāvadhamanam [irritation in the throat], urō'vadhamanam [irritation in chest], śvāsam [breathlessness/difficult breathing]",-,rājayakṣma due to withholding natural urges,-
427,425,BI-4,kShayaja-rAjayakShmA,viṣamāśanaja-rājayakṣmā,विषमाशनज-राजयक्ष्मा,-,"the disorder is characterized by pratiśyāyam [cold, catarrh], prasēkam [exessive salivation], kāsaḥ [cough], chardim [vomiting], arōcakam [tastelessness], jvaram [fever], aṁsābhitāpam [burning sensation in shoulders/scapula], chardanaṁ rudhirasya [hemoptysis], pārśvaśūlam/pārśvasaṁrujam [pain in sides of chest/flanks], śiraḥśūlam [headache], svarabhēdam [hoarseness of voice], śūlam [colicky pain in the abdomen], aṅgamardaḥ [generalised bodyache], kaṇṭhōddhvaṁsanam [hoarseness of voice], aṁsāvamardam [crushing type of pain in shoulders], atīsāram [diarrhoea], antardāham [burning sensation inside the body], śirasō gurutvam [heaviness of the head], uraḥkṣatam [traumatic chest/pulmonary trauma], daurbalyam [weakness]",-,rājayakṣma due to unsalutary food,-
428,426,BI-5,vyavAyajanyarAjayakShmA,kṣayaja-rājayakṣmā,क्षयज-राजयक्ष्मा,-,"the disorder is characterized by sandhiśaithilyam [dislocation of joint/lax joints], raukṣyam [dryness], pratiśyāyam [cold, catarrh], jvaram [fever], kāsaḥ [cough], aṅgamardaḥ [generalised bodyache], śirōrujam [headache], śvāsam [breathlessness/difficult breathing], viḍbhēdam [altered stools/loose motions], arucim/arōcakam [tastelessness], pārśvaśūlam [pain in sides of chest/flanks], svarakṣayam [diminution of voice/loss of voice], aṁsasantāpam [burning sensation in shoulders/scapular region], daurbalyam [weakness], pariśōṣayati māṁsaśōṇitē [depletion /drying up of mamsa/rakta], aṁsāvamardam [crushing type of pain in shoulders], kaṇṭhōddhvaṁsanam [hoarseness of voice], avipākam [delayed digestion/indigestion], śvāsam [breathlessness/difficult breathing], svarabhēdam [hoarseness of voice], uraḥkṣatam [traumatic chest/pulmonary trauma], śōṇitaṁ ṣṭhīvati [hemoptysis]",-,rājayakṣma due to depletion of body elements,-
429,427,BI-6,SoShajanyarAjayakShmA,vyavāyajanyarājayakṣmā,व्यवायजन्यराजयक्ष्मा,-,"the disorder is characterized by pāṇḍudēhaḥ [pallor], śukrakṣayaliṅgāni [signs of depletion of śukra dhātu], yathāpūrvadhātukṣayaliṅgāni [depletion of earlier dhātu]",-,rājayakṣma due to excessive copulation,-
430,428,BI-7,SokajanyarAjayakShmA,śōṣajanyarājayakṣmā,शोषजन्यराजयक्ष्मा,-,-,-,rājayakṣma due to śōṣa,-
431,429,BI-8,vArdhakyajanyarAjayakShmA/jarASoShaH,śōkajanyarājayakṣmā,शोकजन्यराजयक्ष्मा,-,"the disorder is characterized by pradhyānaśīlaḥ [always in thoughtful mood], srastāṅgaḥ [flaccidity/laxity], pāṇḍudēhaḥ [pallor]",-,rājayakṣma due to excessive grief,-
432,430,BI-9,vyAyAmajanyarAjayakShmA,vārdhakyajanyarājayakṣmā/jarāśōṣaḥ,वार्धक्यजन्यराजयक्ष्मा/जराशोषः,-,"the disorder is characterized by kr̥śaḥ [emaciated/thin /malnourished], mandavīryaḥ [having little virility/energy], mandabuddhiḥ [mental dullness/stupid], mandabalam [reduced physical strength], indriyamandatā [decreased ability of sense organs], kampaḥ [tremors], aruciḥ/arucipīḍitaḥ [tastelessness/afflicted with tastelessness], bhinnakāṁsyapātrahatasvaraḥ [voice resembles the sound produced by a crackled bell metal pot], ślēṣmaṇā hīnaṁ ṣṭhīvati [spits minimal phlegm], gauravapīḍitaḥ [afflicted with heaviness], saṁprasrutāsyam [watery discarge from the mouth], saṁprasrutanāsā [watery discarge from the nose], saṁprasrutākṣiḥ [watery discharge from eyes], suptarūkṣachaviḥ/śuṣkarūkṣachaviḥ [dull appearance], rūkṣamalaḥ/śuṣkarūkṣamalaḥ [passes dry faeces], aratipīḍitaḥ [severe distress/dicontent/restlessness]",-,senile rājayakṣma,-
433,431,BI-10,adhvajanya-rAjayakShmA/SoSha,vyāyāmajanyarājayakṣmā,व्यायामजन्यराजयक्ष्मा,-,"the disorder is characterized by urōruk [pain in the chest], śōṇitacchardiḥ [haematemesis], vaiśēṣikaḥ kāsaḥ [typical type of or excessive cough], saraktamūtratvam [haematuria], pārśvagrahaḥ [stiffness in sides of chest], pr̥ṣṭhagrahaḥ [stiffness of back], kaṭigrahaḥ [stiffness of the lumbar region/lowback], uraḥkṣataliṅgāni (kṣatādvinā) [clinical features of traumatic chest/pulmonary trauma (consumption) without injury]",-,rājayakṣma due to over exercise,-
